invoice_id,unit_price,quantity,tax_5,total,cogs,gross_margin_percentage,gross_income,rating,branch_id,customer_id,gender_id,product_line_id,payment_id,date_id,id
120-54-2248,28.86,5,7.215,151.515,144.3,4.761904762,7.215,8.0,3,2,1,5,3,22,776
102-77-2261,65.31,7,22.8585,480.0285,457.17,4.761904762,22.8585,4.2,2,1,2,1,3,64,777
875-31-8302,93.38,1,4.669,98.049,93.38,4.761904762,4.669,9.6,3,2,2,4,2,3,778
102-06-2002,25.25,5,6.3125,132.5625,126.25,4.761904762,6.3125,6.1,2,1,2,4,2,79,779
457-94-0464,87.87,9,39.5415,830.3715,790.83,4.761904762,39.5415,5.6,3,1,2,2,1,31,780
629-42-4133,21.8,8,8.72,183.12,174.4,4.761904762,8.72,8.3,2,2,2,1,2,50,781
534-53-3526,94.76,4,18.952,397.992,379.04,4.761904762,18.952,7.8,1,2,1,4,1,42,782
307-04-2070,30.62,1,1.531,32.151,30.62,4.761904762,1.531,4.1,1,1,1,6,3,36,783
468-99-7231,44.01,8,17.604,369.684,352.08,4.761904762,17.604,8.8,2,2,1,3,2,62,784
516-77-6464,10.16,5,2.54,53.34,50.8,4.761904762,2.54,4.1,2,1,1,1,1,55,785
404-91-5964,74.58,7,26.103,548.163,522.06,4.761904762,26.103,9.0,1,2,2,2,3,35,786
886-77-9084,71.89,8,28.756,603.876,575.12,4.761904762,28.756,5.5,2,2,2,2,1,50,787
790-38-4466,10.99,5,2.7475,57.6975,54.95,4.761904762,2.7475,9.3,2,2,1,1,3,23,788
704-10-4056,60.47,3,9.0705,190.4805,181.41,4.761904762,9.0705,5.6,2,1,2,1,3,14,789
497-37-6538,58.91,7,20.6185,432.9885,412.37,4.761904762,20.6185,9.7,1,2,2,4,1,17,790
651-96-5970,46.41,1,2.3205,48.7305,46.41,4.761904762,2.3205,4.0,1,2,2,6,3,62,791
400-80-4065,68.55,4,13.71,287.91,274.2,4.761904762,13.71,9.2,2,1,2,1,3,46,792
744-16-7898,97.37,10,48.685,1022.385,973.7,4.761904762,48.685,4.9,3,2,1,3,3,15,793
263-12-5321,92.6,7,32.41,680.61,648.2,4.761904762,32.41,9.3,1,1,2,2,3,58,794
702-72-0487,46.61,2,4.661,97.881,93.22,4.761904762,4.661,6.6,1,2,1,2,3,57,795
605-83-1050,27.18,2,2.718,57.078,54.36,4.761904762,2.718,4.3,3,2,2,6,1,74,796
443-60-9639,60.87,1,3.0435,63.9135,60.87,4.761904762,3.0435,5.5,2,1,1,3,2,24,797
864-24-7918,24.49,10,12.245,257.145,244.9,4.761904762,12.245,8.1,1,1,1,4,2,53,798
359-94-5395,92.78,1,4.639,97.419,92.78,4.761904762,4.639,9.8,3,2,2,1,3,74,799
401-09-4232,86.69,5,21.6725,455.1225,433.45,4.761904762,21.6725,9.4,2,1,2,3,1,42,800
751-15-6198,23.01,6,6.903,144.963,138.06,4.761904762,6.903,7.9,3,2,2,4,1,12,801
324-41-6833,30.2,8,12.08,253.68,241.6,4.761904762,12.08,5.1,2,1,1,2,1,62,802
474-33-8305,67.39,7,23.5865,495.3165,471.73,4.761904762,23.5865,6.9,2,1,2,6,1,82,803
759-29-9521,48.96,9,22.032,462.672,440.64,4.761904762,22.032,8.0,1,1,1,6,2,63,804
831-81-6575,75.59,9,34.0155,714.3255,680.31,4.761904762,34.0155,8.0,3,1,1,2,2,54,805
220-68-6701,77.47,4,15.494,325.374,309.88,4.761904762,15.494,4.2,1,2,1,3,2,76,806
618-34-8551,93.18,2,9.318,195.678,186.36,4.761904762,9.318,8.5,1,2,1,4,3,16,807
257-60-7754,50.23,4,10.046,210.966,200.92,4.761904762,10.046,9.0,1,2,1,2,2,8,808
559-61-5987,17.75,1,0.8875,18.6375,17.75,4.761904762,0.8875,8.6,3,2,1,1,2,14,809
189-55-2313,62.18,10,31.09,652.89,621.8,4.761904762,31.09,6.0,2,2,1,6,1,31,810
565-91-4567,10.75,8,4.3,90.3,86.0,4.761904762,4.3,6.2,3,2,2,1,1,74,811
380-60-5336,40.26,10,20.13,422.73,402.6,4.761904762,20.13,5.0,1,2,1,2,3,55,812
815-04-6282,64.97,5,16.2425,341.0925,324.85,4.761904762,16.2425,6.5,2,1,1,4,3,39,813
674-56-6360,95.15,1,4.7575,99.9075,95.15,4.761904762,4.7575,6.0,1,2,2,2,2,81,814
778-34-2523,48.62,8,19.448,408.408,388.96,4.761904762,19.448,5.0,1,1,1,2,2,24,815
499-27-7781,53.21,8,21.284,446.964,425.68,4.761904762,21.284,5.0,3,2,1,5,1,73,816
477-59-2456,45.44,7,15.904,333.984,318.08,4.761904762,15.904,9.2,2,2,1,6,2,23,817
832-51-6761,33.88,8,13.552,284.592,271.04,4.761904762,13.552,9.6,1,2,2,5,1,19,818
869-11-3082,96.16,4,19.232,403.872,384.64,4.761904762,19.232,8.4,3,1,2,1,3,27,819
190-59-3964,47.16,5,11.79,247.59,235.8,4.761904762,11.79,6.0,3,1,2,5,3,34,820
366-43-6862,52.89,4,10.578,222.138,211.56,4.761904762,10.578,6.7,3,2,2,2,1,84,821
186-43-8965,47.68,2,4.768,100.128,95.36,4.761904762,4.768,4.1,1,1,1,3,3,55,822
784-21-9238,10.17,1,0.5085,10.6785,10.17,4.761904762,0.5085,5.9,2,1,2,4,2,38,823
276-75-6884,68.71,3,10.3065,216.4365,206.13,4.761904762,10.3065,8.7,1,2,1,1,2,63,824
109-86-4363,60.08,7,21.028,441.588,420.56,4.761904762,21.028,4.5,3,1,1,4,3,45,825
569-76-2760,22.01,4,4.402,92.442,88.04,4.761904762,4.402,6.6,1,1,1,4,3,29,826
222-42-0244,72.11,9,32.4495,681.4395,648.99,4.761904762,32.4495,7.7,3,1,1,1,3,28,827
760-53-9233,41.28,3,6.192,130.032,123.84,4.761904762,6.192,8.5,1,1,2,6,3,85,828
538-22-0304,64.95,10,32.475,681.975,649.5,4.761904762,32.475,5.2,2,2,2,2,2,83,829
416-17-9926,74.22,10,37.11,779.31,742.2,4.761904762,37.11,4.3,1,1,1,2,3,1,830
237-44-6163,10.56,8,4.224,88.704,84.48,4.761904762,4.224,7.6,1,2,2,2,2,24,831
636-17-0325,62.57,4,12.514,262.794,250.28,4.761904762,12.514,9.5,3,2,2,1,2,56,832
343-75-9322,11.85,8,4.74,99.54,94.8,4.761904762,4.74,4.1,3,1,1,4,2,9,833
528-14-9470,91.3,1,4.565,95.865,91.3,4.761904762,4.565,9.2,1,1,2,1,1,45,834
427-45-9297,40.73,7,14.2555,299.3655,285.11,4.761904762,14.2555,5.4,3,1,1,3,1,71,835
807-34-3742,52.38,1,2.619,54.999,52.38,4.761904762,2.619,5.8,1,2,2,6,2,85,836
288-62-1085,38.54,5,9.635,202.335,192.7,4.761904762,9.635,5.6,1,1,2,6,1,9,837
670-71-7306,44.63,6,13.389,281.169,267.78,4.761904762,13.389,5.1,3,2,2,4,3,2,838
660-29-7083,55.87,10,27.935,586.635,558.7,4.761904762,27.935,5.8,2,2,2,2,2,15,839
271-77-8740,29.22,6,8.766,184.086,175.32,4.761904762,8.766,5.0,2,1,1,4,1,1,840
497-36-0989,51.94,3,7.791,163.611,155.82,4.761904762,7.791,7.9,1,2,2,6,2,46,841
291-59-1384,60.3,1,3.015,63.315,60.3,4.761904762,3.015,6.0,3,2,2,2,2,59,842
860-73-6466,39.47,2,3.947,82.887,78.94,4.761904762,3.947,5.0,1,1,1,4,3,61,843
549-23-9016,14.87,2,1.487,31.227,29.74,4.761904762,1.487,8.9,2,1,1,5,3,44,844
896-34-0956,21.32,1,1.066,22.386,21.32,4.761904762,1.066,5.9,1,2,2,6,2,26,845
804-38-3935,93.78,3,14.067,295.407,281.34,4.761904762,14.067,5.9,1,1,2,2,3,30,846
585-90-0249,73.26,1,3.663,76.923,73.26,4.761904762,3.663,9.7,1,1,2,2,1,27,847
862-29-5914,22.38,1,1.119,23.499,22.38,4.761904762,1.119,8.6,2,2,1,4,3,30,848
845-94-6841,72.88,9,32.796,688.716,655.92,4.761904762,32.796,4.0,2,1,1,5,2,8,849
125-45-2293,99.1,6,29.73,624.33,594.6,4.761904762,29.73,4.2,1,2,1,6,2,19,850
843-73-4724,74.1,1,3.705,77.805,74.1,4.761904762,3.705,9.2,1,2,2,6,2,25,851
409-33-9708,98.48,2,9.848,206.808,196.96,4.761904762,9.848,9.2,1,2,1,6,1,50,852
658-66-3967,53.19,7,18.6165,390.9465,372.33,4.761904762,18.6165,5.0,2,2,2,1,1,14,853
866-70-2814,52.79,10,26.395,554.295,527.9,4.761904762,26.395,10.0,3,2,1,2,1,56,854
160-22-2687,95.95,5,23.9875,503.7375,479.75,4.761904762,23.9875,8.8,1,1,1,1,1,23,855
895-03-6665,36.51,9,16.4295,345.0195,328.59,4.761904762,16.4295,4.2,3,2,1,6,2,47,856
770-42-8960,21.12,8,8.448,177.408,168.96,4.761904762,8.448,6.3,3,2,2,5,2,1,857
748-45-2862,28.31,4,5.662,118.902,113.24,4.761904762,5.662,8.2,1,1,1,3,2,66,858
234-36-2483,57.59,6,17.277,362.817,345.54,4.761904762,17.277,5.1,3,2,2,1,2,46,859
316-66-3011,47.63,9,21.4335,450.1035,428.67,4.761904762,21.4335,5.0,1,1,1,5,2,23,860
848-95-6252,86.27,1,4.3135,90.5835,86.27,4.761904762,4.3135,7.0,2,1,1,3,1,51,861
840-76-5966,12.76,2,1.276,26.796,25.52,4.761904762,1.276,7.8,1,1,2,4,1,8,862
152-03-4217,11.28,9,5.076,106.596,101.52,4.761904762,5.076,4.3,3,2,1,3,3,76,863
533-66-5566,51.07,7,17.8745,375.3645,357.49,4.761904762,17.8745,7.0,3,2,1,3,2,12,864
124-31-1458,79.59,3,11.9385,250.7085,238.77,4.761904762,11.9385,6.6,1,1,1,2,2,8,865
176-78-1170,33.81,3,5.0715,106.5015,101.43,4.761904762,5.0715,7.3,2,1,2,1,1,26,866
361-59-0574,90.53,8,36.212,760.452,724.24,4.761904762,36.212,6.5,3,1,2,4,3,74,867
101-81-4070,62.82,2,6.282,131.922,125.64,4.761904762,6.282,4.9,2,1,1,1,1,17,868
631-34-1880,24.31,3,3.6465,76.5765,72.93,4.761904762,3.6465,4.3,2,1,2,5,3,8,869
852-82-2749,64.59,4,12.918,271.278,258.36,4.761904762,12.918,9.3,1,2,2,4,1,6,870
873-14-6353,24.82,7,8.687,182.427,173.74,4.761904762,8.687,7.1,1,1,2,5,3,47,871
584-66-4073,56.5,1,2.825,59.325,56.5,4.761904762,2.825,9.6,2,2,2,6,1,72,872
544-55-9589,21.43,10,10.715,225.015,214.3,4.761904762,10.715,6.2,3,1,1,2,2,28,873
166-19-2553,89.06,6,26.718,561.078,534.36,4.761904762,26.718,9.9,1,1,2,4,2,18,874
737-88-5876,23.29,4,4.658,97.818,93.16,4.761904762,4.658,5.9,1,1,2,3,3,78,875
154-87-7367,65.26,8,26.104,548.184,522.08,4.761904762,26.104,6.3,2,2,2,3,1,74,876
885-56-0389,52.35,1,2.6175,54.9675,52.35,4.761904762,2.6175,4.0,2,1,2,6,2,43,877
608-05-3804,39.75,1,1.9875,41.7375,39.75,4.761904762,1.9875,6.1,3,1,2,2,2,56,878
448-61-3783,90.02,8,36.008,756.168,720.16,4.761904762,36.008,4.5,1,2,1,2,3,80,879
761-49-0439,12.1,8,4.84,101.64,96.8,4.761904762,4.84,8.6,3,1,1,2,1,19,880
490-95-0021,33.21,10,16.605,348.705,332.1,4.761904762,16.605,6.0,3,1,1,5,1,8,881
115-38-7388,10.18,8,4.072,85.512,81.44,4.761904762,4.072,9.5,2,1,1,6,3,89,882
311-13-6971,31.99,10,15.995,335.895,319.9,4.761904762,15.995,9.9,3,1,2,4,3,51,883
291-55-6563,34.42,6,10.326,216.846,206.52,4.761904762,10.326,7.5,1,1,1,3,1,89,884
548-48-3156,83.34,2,8.334,175.014,166.68,4.761904762,8.334,7.6,1,1,1,5,2,78,885
460-93-5834,45.58,7,15.953,335.013,319.06,4.761904762,15.953,5.0,1,2,2,4,2,13,886
325-89-4209,87.9,1,4.395,92.295,87.9,4.761904762,4.395,6.7,1,1,2,5,1,36,887
884-80-6021,73.47,10,36.735,771.435,734.7,4.761904762,36.735,9.5,1,1,1,2,1,82,888
137-74-8729,12.19,8,4.876,102.396,97.52,4.761904762,4.876,6.8,2,2,1,6,1,72,889
880-46-5796,76.92,10,38.46,807.66,769.2,4.761904762,38.46,5.6,1,1,2,4,1,76,890
389-70-2397,83.66,5,20.915,439.215,418.3,4.761904762,20.915,7.2,2,2,1,1,2,52,891
114-35-5271,57.91,8,23.164,486.444,463.28,4.761904762,23.164,8.1,3,2,1,2,2,38,892
607-76-6216,92.49,5,23.1225,485.5725,462.45,4.761904762,23.1225,8.6,2,1,1,6,3,61,893
715-20-1673,28.38,5,7.095,148.995,141.9,4.761904762,7.095,9.4,3,2,2,2,2,65,894
811-35-1094,50.45,6,15.135,317.835,302.7,4.761904762,15.135,8.9,3,1,2,2,3,37,895
699-88-1972,99.16,8,39.664,832.944,793.28,4.761904762,39.664,4.2,3,2,2,1,3,28,896
781-84-8059,60.74,7,21.259,446.439,425.18,4.761904762,21.259,5.0,2,2,2,6,1,18,897
409-49-6995,47.27,6,14.181,297.801,283.62,4.761904762,14.181,8.8,2,1,1,5,2,36,898
725-54-0677,85.6,7,29.96,629.16,599.2,4.761904762,29.96,5.3,2,1,2,1,2,61,899
146-09-5432,35.04,9,15.768,331.128,315.36,4.761904762,15.768,4.6,1,1,2,5,1,40,900
377-79-7592,44.84,9,20.178,423.738,403.56,4.761904762,20.178,7.5,2,1,1,2,3,14,901
509-10-0516,45.97,4,9.194,193.074,183.88,4.761904762,9.194,5.1,3,2,2,3,1,40,902
595-94-9924,27.73,5,6.9325,145.5825,138.65,4.761904762,6.9325,4.2,1,1,1,1,3,85,903
865-41-9075,11.53,7,4.0355,84.7455,80.71,4.761904762,4.0355,8.1,1,2,2,5,2,28,904
545-07-8534,58.32,2,5.832,122.472,116.64,4.761904762,5.832,6.0,2,2,1,1,1,45,905
118-62-1812,78.38,4,15.676,329.196,313.52,4.761904762,15.676,7.9,2,1,1,3,2,83,906
450-42-3339,84.61,10,42.305,888.405,846.1,4.761904762,42.305,8.8,2,2,2,1,3,40,907
851-98-3555,82.88,5,20.72,435.12,414.4,4.761904762,20.72,6.6,3,2,1,1,3,83,908
186-71-5196,79.54,2,7.954,167.034,159.08,4.761904762,7.954,6.2,1,1,1,5,1,86,909
624-01-8356,49.01,10,24.505,514.605,490.1,4.761904762,24.505,4.2,3,2,1,3,3,27,910
313-66-9943,29.15,3,4.3725,91.8225,87.45,4.761904762,4.3725,7.3,3,1,1,5,3,86,911
151-27-8496,56.13,4,11.226,235.746,224.52,4.761904762,11.226,8.6,2,2,1,2,1,19,912
453-33-6436,93.12,8,37.248,782.208,744.96,4.761904762,37.248,6.8,1,2,1,3,2,38,913
522-57-8364,51.34,8,20.536,431.256,410.72,4.761904762,20.536,7.6,1,1,2,6,1,31,914
459-45-2396,99.6,3,14.94,313.74,298.8,4.761904762,14.94,5.8,1,1,1,5,2,56,915
717-96-4189,35.49,6,10.647,223.587,212.94,4.761904762,10.647,4.1,2,2,1,2,2,33,916
722-13-2115,42.85,1,2.1425,44.9925,42.85,4.761904762,2.1425,9.3,2,1,2,4,3,73,917
749-81-8133,94.67,4,18.934,397.614,378.68,4.761904762,18.934,6.8,1,2,1,6,2,70,918
777-67-2495,68.97,3,10.3455,217.2555,206.91,4.761904762,10.3455,8.7,3,2,2,3,1,53,919
636-98-3364,26.26,3,3.939,82.719,78.78,4.761904762,3.939,6.3,3,1,1,2,1,61,920
246-55-6923,35.79,9,16.1055,338.2155,322.11,4.761904762,16.1055,5.1,2,1,1,3,3,69,921
181-82-6255,16.37,6,4.911,103.131,98.22,4.761904762,4.911,7.0,3,2,1,3,2,39,922
838-02-1821,12.73,2,1.273,26.733,25.46,4.761904762,1.273,5.2,2,1,1,3,3,53,923
887-42-0517,83.14,7,29.099,611.079,581.98,4.761904762,29.099,6.6,2,2,1,4,3,10,924
457-12-0244,35.22,6,10.566,221.886,211.32,4.761904762,10.566,6.5,2,1,1,4,1,73,925
226-34-0034,13.78,4,2.756,57.876,55.12,4.761904762,2.756,9.0,3,2,1,2,1,10,926
321-49-7382,88.31,1,4.4155,92.7255,88.31,4.761904762,4.4155,5.2,3,1,2,4,3,46,927
397-25-8725,39.62,9,17.829,374.409,356.58,4.761904762,17.829,6.8,1,1,1,1,3,13,928
431-66-2305,88.25,9,39.7125,833.9625,794.25,4.761904762,39.7125,7.6,3,2,1,2,3,46,929
825-94-5922,25.31,2,2.531,53.151,50.62,4.761904762,2.531,7.2,3,2,2,4,1,61,930
641-62-7288,99.92,6,29.976,629.496,599.52,4.761904762,29.976,7.1,3,2,2,3,1,83,931
756-93-1854,83.35,2,8.335,175.035,166.7,4.761904762,8.335,9.5,2,1,1,6,3,33,932
243-55-8457,74.44,10,37.22,781.62,744.4,4.761904762,37.22,5.1,1,2,1,5,1,58,933
458-10-8612,64.08,7,22.428,470.988,448.56,4.761904762,22.428,7.6,2,2,2,1,1,20,934
501-61-1753,63.15,6,18.945,397.845,378.9,4.761904762,18.945,9.8,3,2,1,3,1,3,935
235-06-8510,85.72,3,12.858,270.018,257.16,4.761904762,12.858,5.1,2,1,2,3,1,24,936
433-08-7822,78.89,7,27.6115,579.8415,552.23,4.761904762,27.6115,7.5,2,2,1,1,1,5,937
361-85-2571,89.48,5,22.37,469.77,447.4,4.761904762,22.37,7.4,1,2,1,4,2,89,938
131-70-8179,92.09,3,13.8135,290.0835,276.27,4.761904762,13.8135,4.2,1,1,1,1,2,48,939
500-02-2261,57.29,6,17.187,360.927,343.74,4.761904762,17.187,5.9,2,2,1,5,1,80,940
720-72-2436,66.52,4,13.304,279.384,266.08,4.761904762,13.304,6.9,1,2,2,5,1,61,941
702-83-5291,99.82,9,44.919,943.299,898.38,4.761904762,44.919,6.6,2,1,2,6,2,86,942
809-69-9497,45.68,10,22.84,479.64,456.8,4.761904762,22.84,5.7,1,2,1,3,1,19,943
449-16-6770,50.79,5,12.6975,266.6475,253.95,4.761904762,12.6975,5.3,1,2,2,1,3,50,944
333-23-2632,10.08,7,3.528,74.088,70.56,4.761904762,3.528,4.2,1,1,2,1,2,87,945
489-82-1237,93.88,7,32.858,690.018,657.16,4.761904762,32.858,7.3,1,2,1,2,3,5,946
859-97-6048,84.25,2,8.425,176.925,168.5,4.761904762,8.425,5.3,2,1,2,2,3,85,947
676-10-2200,53.78,1,2.689,56.469,53.78,4.761904762,2.689,4.7,3,1,2,6,1,34,948
373-88-1424,35.81,5,8.9525,188.0025,179.05,4.761904762,8.9525,7.9,2,1,2,3,1,37,949
365-16-4334,26.43,8,10.572,222.012,211.44,4.761904762,10.572,8.9,3,2,1,5,1,55,950
503-21-4385,39.91,3,5.9865,125.7165,119.73,4.761904762,5.9865,9.3,3,1,2,1,1,52,951
305-89-2768,21.9,3,3.285,68.985,65.7,4.761904762,3.285,4.7,3,1,1,3,1,9,952
574-80-1489,62.85,4,12.57,263.97,251.4,4.761904762,12.57,8.7,3,1,1,5,1,56,953
784-08-0310,21.04,4,4.208,88.368,84.16,4.761904762,4.208,7.6,2,1,1,5,2,13,954
200-40-6154,65.91,6,19.773,415.233,395.46,4.761904762,19.773,5.7,3,1,2,3,2,40,955
846-10-0341,42.57,7,14.8995,312.8895,297.99,4.761904762,14.8995,6.8,1,2,1,6,2,6,956
577-34-7579,50.49,9,22.7205,477.1305,454.41,4.761904762,22.7205,5.4,2,1,2,5,2,10,957
430-02-3888,46.02,6,13.806,289.926,276.12,4.761904762,13.806,7.1,3,2,2,2,2,38,958
867-47-1948,15.8,10,7.9,165.9,158.0,4.761904762,7.9,7.8,2,2,1,3,2,9,959
384-59-6655,98.66,9,44.397,932.337,887.94,4.761904762,44.397,8.4,1,1,1,5,2,50,960
256-58-3609,91.98,1,4.599,96.579,91.98,4.761904762,4.599,9.8,2,1,2,6,2,77,961
324-92-3863,20.89,2,2.089,43.869,41.78,4.761904762,2.089,9.8,1,1,2,2,2,36,962
593-08-5916,15.5,1,0.775,16.275,15.5,4.761904762,0.775,7.4,1,2,1,6,3,78,963
364-34-2972,96.82,3,14.523,304.983,290.46,4.761904762,14.523,6.7,2,1,2,2,2,89,964
794-42-3736,33.33,2,3.333,69.993,66.66,4.761904762,3.333,6.4,3,2,2,5,3,26,965
172-42-8274,38.27,2,3.827,80.367,76.54,4.761904762,3.827,5.8,3,2,1,2,3,61,966
558-60-5016,33.3,9,14.985,314.685,299.7,4.761904762,14.985,7.2,1,2,1,3,1,63,967
195-06-0432,81.01,3,12.1515,255.1815,243.03,4.761904762,12.1515,9.3,1,1,2,3,3,13,968
605-03-2706,15.8,3,2.37,49.77,47.4,4.761904762,2.37,9.5,1,2,1,1,2,84,969
214-30-2776,34.49,5,8.6225,181.0725,172.45,4.761904762,8.6225,9.0,3,1,1,2,3,70,970
746-04-1077,84.63,10,42.315,888.615,846.3,4.761904762,42.315,9.0,3,1,1,5,3,1,971
448-34-8700,36.91,7,12.9185,271.2885,258.37,4.761904762,12.9185,6.7,3,1,2,3,1,41,972
452-04-8808,87.08,7,30.478,640.038,609.56,4.761904762,30.478,5.5,3,2,2,2,2,26,973
531-56-4728,80.08,3,12.012,252.252,240.24,4.761904762,12.012,5.4,1,2,2,3,2,42,974
744-82-9138,86.13,2,8.613,180.873,172.26,4.761904762,8.613,8.2,2,2,2,6,2,38,975
883-69-1285,49.92,2,4.992,104.832,99.84,4.761904762,4.992,7.0,3,1,2,6,3,65,976
221-25-5073,74.66,4,14.932,313.572,298.64,4.761904762,14.932,8.5,1,2,1,5,2,63,977
518-71-6847,26.6,6,7.98,167.58,159.6,4.761904762,7.98,4.9,3,1,2,5,1,57,978
156-20-0370,25.45,1,1.2725,26.7225,25.45,4.761904762,1.2725,5.1,3,2,1,2,3,69,979
151-33-7434,67.77,1,3.3885,71.1585,67.77,4.761904762,3.3885,6.5,3,2,1,5,3,35,980
728-47-9078,59.59,4,11.918,250.278,238.36,4.761904762,11.918,9.8,2,1,2,5,2,19,981
809-46-1866,58.15,4,11.63,244.23,232.6,4.761904762,11.63,8.4,1,2,2,1,2,23,982
139-32-4183,97.48,9,43.866,921.186,877.32,4.761904762,43.866,7.4,1,1,1,4,1,73,983
148-41-7930,99.96,7,34.986,734.706,699.72,4.761904762,34.986,6.1,2,2,2,1,2,23,984
189-40-5216,96.37,7,33.7295,708.3195,674.59,4.761904762,33.7295,6.0,2,2,2,2,2,9,985
374-38-5555,63.71,5,15.9275,334.4775,318.55,4.761904762,15.9275,8.5,3,2,1,6,1,38,986
764-44-8999,14.76,2,1.476,30.996,29.52,4.761904762,1.476,4.3,3,2,1,1,1,49,987
552-44-5977,62.0,8,24.8,520.8,496.0,4.761904762,24.8,6.2,3,1,2,1,3,3,988
267-62-7380,82.34,10,41.17,864.57,823.4,4.761904762,41.17,4.3,2,1,2,2,1,88,989
430-53-4718,75.37,8,30.148,633.108,602.96,4.761904762,30.148,8.4,3,1,2,1,3,28,990
886-18-2897,56.56,5,14.14,296.94,282.8,4.761904762,14.14,4.5,1,2,1,5,3,81,991
602-16-6955,76.6,10,38.3,804.3,766.0,4.761904762,38.3,6.0,3,2,1,4,1,24,992
745-74-0715,58.03,2,5.803,121.863,116.06,4.761904762,5.803,8.8,1,2,2,2,1,69,993
690-01-6631,17.49,10,8.745,183.645,174.9,4.761904762,8.745,6.6,3,2,2,6,1,53,994
652-49-6720,60.95,1,3.0475,63.9975,60.95,4.761904762,3.0475,5.9,2,1,1,2,1,49,995
233-67-5758,40.35,1,2.0175,42.3675,40.35,4.761904762,2.0175,6.2,2,2,2,1,1,29,996
303-96-2227,97.38,10,48.69,1022.49,973.8,4.761904762,48.69,4.4,3,2,1,3,1,61,997
727-02-1313,31.84,1,1.592,33.432,31.84,4.761904762,1.592,7.7,1,1,2,5,2,40,998
347-56-2442,65.82,1,3.291,69.111,65.82,4.761904762,3.291,4.1,1,2,2,3,2,53,999
849-09-3807,88.34,7,30.919,649.299,618.38,4.761904762,30.919,6.6,1,1,1,6,2,49,1000
